42;14.0;3.06;0.0068000000000000005;0.0;3.0668
51;14.0;3.06;0.0068000000000000005;0.0;3.0668
42;14.0;3.06;0.0068000000000000005;0.0;3.0668
36;14.0;3.06;0.0068000000000000005;0.0;3.0668
35;14.0;3.06;0.0068000000000000005;3.0;6.066800000000001
59;14.0;3.06;0.0068000000000000005;3000.0;3003.0668
35;14.0;3.06;0.0068000000000000005;8.0;11.0668
56;2.04;3.2000000000000003E-6;7.0;1.02;10.0600032
40;2.04;3.2000000000000003E-6;7.0;1.02;10.0600032
42;2.04;3.2000000000000003E-6;7.0;1.02;10.0600032
39;2.04;3.2000000000000003E-6;7.0;1.02;10.0600032
38;2.04;3.2000000000000003E-6;7.0;1.02;10.0600032
45;2.04;3.2000000000000003E-6;7.0;1.02;10.0600032
42;3.08;3.2000000000000003E-6;25.0;1.54;29.6200032
51;5.68;0.032;16.0;8.92;30.631999999999998
48;5.68;0.032;16.0;8.92;30.631999999999998
40;5.68;0.032;16.0;8.92;30.631999999999998
40;5.68;0.032;16.0;8.92;30.631999999999998
42;5.68;0.032;16.0;8.92;30.631999999999998
42;5.68;0.032;16.0;8.92;30.631999999999998
43;5.68;0.032;23.0;8.92;37.632
39;5.68;0.032;16.0;8.92;30.631999999999998
42;5.68;0.032;16.0;8.92;30.631999999999998
48;5.68;0.032;32.0;8.92;46.632
43;5.68;0.032;32.0;8.92;46.632
54;5.68;0.032;32.0;8.92;46.632
53;5.68;0.032;32.0;8.92;46.632
74;5.68;0.032;32.0;8.92;46.632
53;5.68;0.032;32.0;8.92;46.632
31;5.68;0.032;54.0;10.28;69.992
49;5.68;0.032;50.0;12.280000000000001;67.992
11;5.68;0.032;50.0;9.64;65.352
48;5.68;0.032;50.0;12.280000000000001;67.992
47;5.68;0.032;50.0;12.280000000000001;67.992
53;5.68;0.032;25.0;12.280000000000001;42.992000000000004
31;5.68;0.032;50.0;12.280000000000001;67.992
31;5.68;0.032;32.0;9.92;47.632
47;5.68;0.032;32.0;9.92;47.632
31;5.68;0.032;32.0;9.92;47.632
47;5.68;0.032;32.0;9.92;47.632
31;5.76;0.028;40.0;10.8;56.588
31;5.68;0.032;32.0;9.92;47.632
36;5.68;0.032;32.0;9.92;47.632
46;5.68;0.032;32.0;9.92;47.632
31;5.68;0.032;0.0;9.92;15.632
37;5.76;0.032;0.0;15.84;21.631999999999998
62;5.68;0.032;0.0;9.92;15.632
32;5.76;0.032;0.0;15.84;21.631999999999998
32;5.68;0.032;0.0;9.92;15.632
31;5.68;0.032;0.0;9.92;15.632
31;5.68;0.032;0.0;9.92;15.632
31;5.76;0.032;0.0;16.36;22.152
31;5.76;0.032;0.0;18.44;24.232
47;5.76;0.032;0.0;15.84;21.631999999999998
47;5.76;0.032;0.0;15.84;21.631999999999998
31;5.68;0.032;0.0;2.6;8.312
32;5.76;0.032;0.0;18.44;24.232
47;6.800000000000003E-5;0.027200000000000002;0.0;0.0;0.027268
32;3.68;0.032;0.0;9.72;13.432
31;3.68;0.032;0.0;9.72;13.432
31;3.68;0.032;0.0;9.72;13.432
46;3.68;0.032;0.0;9.72;13.432
38;3.68;0.032;0.0;9.72;13.432
34;3.68;0.032;0.0;9.72;13.432
125;1.7026453333333331;0.07525;0.0;2.6425;4.4203953333333335
146;1.7026453333333331;0.07525;0.0;2.6425;4.4203953333333335
142;1.7026453333333331;0.07525;0.0;2.6425;4.4203953333333335
142;1.7026453333333331;0.07525;0.0;2.6425;4.4203953333333335
15;0.2843693333333333;0.004;0.0;0.0;0.2883693333333333
15;0.2843693333333333;0.004;0.0;0.0;0.2883693333333333
14;0.28451733333333334;0.004;0.0;0.0;0.28851733333333335
16;0.2858813333333333;0.004;0.0;0.0;0.2898813333333333
16;0.2858813333333333;0.004;0.0;0.0;0.2898813333333333
16;0.2858813333333333;0.004;0.0;0.0;0.2898813333333333
0;1.28;0.009600000000000001;0.0;1.44;2.7296
2;4.3333333333333334E-5;0.008;0.0;0.0;0.008043333333333333
5;0.96;0.009600000000000001;0.0;1.28;2.2496
0;0.48;0.009600000000000001;0.0;0.64;1.1296
15;0.4000000000000001;0.009600000000000001;0.0;0.0;0.4096000000000001
16;0.6399946666666666;0.009600000000000001;0.0;0.48;1.1295946666666667
16;0.64;0.009600000000000001;0.0;1.12;1.7696
16;0.6399946666666666;0.009600000000000001;0.0;0.48;1.1295946666666667
16;0.5866666666666668;0.009600000000000001;0.0;0.48;1.0762666666666667
16;0.32010666666666665;0.009600000000000001;0.0;0.48;0.8097066666666666
0;0.426664;0.009600000000000001;0.0;0.0;0.436264
16;0.4266693333333334;0.009600000000000001;0.0;0.0;0.4362693333333334
15;0.4266693333333334;0.009600000000000001;0.0;0.0;0.4362693333333334
0;0.42666666666666675;0.009600000000000001;0.0;0.0;0.43626666666666675
16;0.4266693333333334;0.009600000000000001;0.0;0.0;0.4362693333333334
16;0.4800293333333335;0.009600000000000001;0.0;0.16;0.6496293333333335
15;0.4266693333333334;0.009600000000000001;0.0;0.0;0.4362693333333334
15;0.4266693333333334;0.009600000000000001;0.0;0.0;0.4362693333333334
15;0.48000800000000016;0.009600000000000001;0.0;0.16;0.6496080000000002
0;0.4266746666666667;0.009600000000000001;0.0;0.0;0.4362746666666667
0;0.48000800000000016;0.009600000000000001;0.0;0.16;0.6496080000000002
16;0.8852033333333335;0.00655;0.0;0.6975;1.5892533333333334
15;0.48000800000000016;0.009600000000000001;0.0;0.16;0.6496080000000002
15;0.48000800000000016;0.009600000000000001;0.0;0.16;0.6496080000000002
0;0.4799973333333334;0.009600000000000001;0.0;0.0;0.4895973333333334
16;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
16;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
0;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
16;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
16;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
0;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
16;0.9600080000000002;0.009600000000000001;0.0;0.8;1.7696080000000003
15;1.44;0.009600000000000001;0.0;1.92;3.3696
13;0.48;0.009600000000000001;0.0;0.64;1.1296
17;0.6;0.00655;0.0;1.025;1.6315499999999998
137;4.48;0.06315;0.0;13.4625;18.005650000000003
140;4.48;0.06315;0.0;13.4625;18.005650000000003
125;4.48;0.06315;0.0;13.4625;18.005650000000003
125;4.48;0.06315;0.0;13.4625;18.005650000000003
125;3.7600000000000002;0.06620000000000001;0.0;9.48;13.3062
129;5.68;0.06235;0.0;19.255;24.997349999999997
140;5.68;0.06235;0.0;19.255;24.997349999999997
156;9.84;0.0668;46.0;47.3325;103.2393
172;12.52;0.0668;112.0;65.88;190.46679999999998
125;4.48;0.06315;0.0;13.4625;18.005650000000003
179;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
160;3440.7200000000003;0.06575;0.0;21.41;3462.1957500000003
130;4880.0;0.06355000000000001;0.0;22.5125;4902.57605
202;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
203;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
177;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
218;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
192;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
224;3360.0;0.08085;0.0;28.490000000000002;3388.5708499999996
207;2920.0;0.0253;0.0;5.61;2925.6353
190;2920.0;0.0253;0.0;5.61;2925.6353
23;560.0;0.006200000000000001;0.0;10.1325;570.1387000000001
17;560.0;0.006200000000000001;0.0;10.1325;570.1387000000001
63;560.0;0.006200000000000001;0.0;10.1325;570.1387000000001
41;1640.0;0.006200000000000001;0.0;38.295;1678.3012
55;14480.0;0.00615;134.0;347.9825;14961.98865
35;1640.0;0.006200000000000001;0.0;38.295;1678.3012
37;14480.0;0.00615;134.0;347.9825;14961.98865
56;14480.0;0.00615;134.0;347.9825;14961.98865
47;560.0;0.006200000000000001;0.0;10.1325;570.1387000000001
32;1640.0;0.006200000000000001;0.0;38.295;1678.3012
26;1840.0;0.00615;0.0;39.3975;1879.40365
30;2760.0;0.01425;0.0;49.9625;2809.9767500000003
51;2760.0;0.01425;0.0;49.9625;2809.9767500000003
32;1840.0;0.00615;0.0;39.3975;1879.40365
40;2320.0;0.0032;0.0;49.36;2369.3632000000002
56;2640.0;0.0114;0.0;75.365;2715.3763999999996
77;4520.0;0.025050000000000003;34.0;75.14;4629.1650500000005
75;4520.0;0.025050000000000003;34.0;75.14;4629.1650500000005
724;5080.0;0.11030000000000001;17.0;169.0725;5266.1828000000005
777;5080.0;0.11030000000000001;17.0;169.0725;5266.1828000000005
740;4040.0;0.11030000000000001;0.0;56.7525;4096.8628
764;4040.0;0.11030000000000001;0.0;56.7525;4096.8628
146;3120.0;0.01425;2.0;96.735;3218.7492500000003
165;3120.0;0.01425;2.0;96.735;3218.7492500000003
124;840.0;0.01395;0.0;7.6725;847.68645
104;840.0;0.01395;0.0;7.6725;847.68645
122;3120.0;0.01425;2.0;96.735;3218.7492500000003
123;840.0;0.01395;0.0;7.6725;847.68645
118;3120.0;0.01425;2.0;96.735;3218.7492500000003
100;3080.0;0.00615;0.0;73.1725;3153.1786500000003
138;3160.0;0.0032;3.0;97.47;3260.4732
163;880.0;0.0037;0.0;7.4225;887.4262
125;3160.0;0.0032;3.0;97.47;3260.4732
191;3400.0;0.011250000000000001;5.0;139.13;3544.14125
150;3400.0;0.011250000000000001;5.0;139.13;3544.14125
130;3160.0;0.0032;3.0;97.47;3260.4732
164;3400.0;0.011250000000000001;5.0;139.13;3544.14125
152;3400.0;0.011250000000000001;5.0;139.13;3544.14125
937;5480.0;0.11030000000000001;3.0;107.4225;5590.5328
976;5480.0;0.11030000000000001;3.0;107.4225;5590.5328
860;3680.0;0.11030000000000001;0.0;34.6725;3714.7828
942;3560.0;0.11030000000000001;0.0;29.8225;3589.9328
1439;5880.0;0.11660000000000001;0.0;111.42;5991.5366
990;5480.0;0.11030000000000001;3.0;107.4225;5590.5328
